cylinders,displacement,horsepower,weight,acceleration,model_year,origin_Asia,origin_Europe,origin_USA,weight_per_hp,displacement_per_cylinder
8,400.0,150.0,4997.0,14.0,73,0,0,1,33.31333333333333,50.0
8,400.0,167.0,4906.0,12.5,73,0,0,1,29.377245508982035,50.0
8,360.0,170.0,4654.0,13.0,73,0,0,1,27.376470588235293,45.0
8,350.0,180.0,4499.0,12.5,73,0,0,1,24.994444444444444,43.75
6,232.0,100.0,2789.0,15.0,73,0,0,1,27.89,38.666666666666664
4,97.0,88.0,2279.0,19.0,73,1,0,0,25.897727272727273,24.25
4,140.0,72.0,2401.0,19.5,73,0,0,1,33.34722222222222,35.0
4,108.0,94.0,2379.0,16.5,73,1,0,0,25.30851063829787,27.0
3,70.0,90.0,2124.0,13.5,73,1,0,0,23.6,23.333333333333332
4,122.0,85.0,2310.0,18.5,73,0,0,1,27.176470588235293,30.5
6,155.0,107.0,2472.0,14.0,73,0,0,1,23.102803738317757,25.833333333333332
4,98.0,90.0,2265.0,15.5,73,0,1,0,25.166666666666668,24.5
8,350.0,145.0,4082.0,13.0,73,0,0,1,28.151724137931033,43.75
8,400.0,230.0,4278.0,9.5,73,0,0,1,18.6,50.0
4,68.0,49.0,1867.0,19.5,73,0,1,0,38.10204081632653,17.0
4,116.0,75.0,2158.0,15.5,73,0,1,0,28.773333333333333,29.0
4,114.0,91.0,2582.0,14.0,73,0,1,0,28.373626373626372,28.5
4,121.0,112.0,2868.0,15.5,73,0,1,0,25.607142857142858,30.25
8,318.0,150.0,3399.0,11.0,73,0,0,1,22.66,39.75
4,121.0,110.0,2660.0,14.0,73,0,1,0,24.181818181818183,30.25
6,156.0,122.0,2807.0,13.5,73,1,0,0,23.008196721311474,26.0
8,350.0,180.0,3664.0,11.0,73,0,0,1,20.355555555555554,43.75
6,198.0,95.0,3102.0,16.5,74,0,0,1,32.65263157894737,33.0
6,200.0,93.5,2875.0,17.0,74,0,0,1,30.74866310160428,33.333333333333336
6,232.0,100.0,2901.0,16.0,74,0,0,1,29.01,38.666666666666664
6,250.0,100.0,3336.0,17.0,74,0,0,1,33.36,41.666666666666664
4,79.0,67.0,1950.0,19.0,74,1,0,0,29.104477611940297,19.75
4,122.0,80.0,2451.0,16.5,74,0,0,1,30.6375,30.5
4,71.0,65.0,1836.0,21.0,74,1,0,0,28.246153846153845,17.75
4,140.0,75.0,2542.0,17.0,74,0,0,1,33.89333333333333,35.0
6,250.0,100.0,3781.0,17.0,74,0,0,1,37.81,41.666666666666664
6,258.0,110.0,3632.0,18.0,74,0,0,1,33.018181818181816,43.0
6,225.0,105.0,3613.0,16.5,74,0,0,1,34.40952380952381,37.5
8,302.0,140.0,4141.0,14.0,74,0,0,1,29.57857142857143,37.75
8,350.0,150.0,4699.0,14.5,74,0,0,1,31.326666666666668,43.75
8,318.0,150.0,4457.0,13.5,74,0,0,1,29.713333333333335,39.75
8,302.0,140.0,4638.0,16.0,74,0,0,1,33.128571428571426,37.75
8,304.0,150.0,4257.0,15.5,74,0,0,1,28.38,38.0
4,98.0,83.0,2219.0,16.5,74,0,1,0,26.734939759036145,24.5
4,79.0,67.0,1963.0,15.5,74,0,1,0,29.29850746268657,19.75
4,97.0,78.0,2300.0,14.5,74,0,1,0,29.487179487179485,24.25
4,76.0,52.0,1649.0,16.5,74,1,0,0,31.71153846153846,19.0
4,83.0,61.0,2003.0,19.0,74,1,0,0,32.83606557377049,20.75
4,90.0,75.0,2125.0,14.5,74,0,0,1,28.333333333333332,22.5
4,90.0,75.0,2108.0,15.5,74,0,1,0,28.106666666666666,22.5
4,116.0,75.0,2246.0,14.0,74,0,1,0,29.946666666666665,29.0
4,120.0,97.0,2489.0,15.0,74,1,0,0,25.65979381443299,30.0
4,108.0,93.0,2391.0,15.5,74,1,0,0,25.70967741935484,27.0
4,79.0,67.0,2000.0,16.0,74,0,1,0,29.850746268656717,19.75
6,225.0,95.0,3264.0,16.0,75,0,0,1,34.357894736842105,37.5
6,250.0,105.0,3459.0,16.0,75,0,0,1,32.94285714285714,41.666666666666664
6,250.0,72.0,3432.0,21.0,75,0,0,1,47.666666666666664,41.666666666666664
6,250.0,72.0,3158.0,19.5,75,0,0,1,43.861111111111114,41.666666666666664
8,400.0,170.0,4668.0,11.5,75,0,0,1,27.458823529411763,50.0
8,350.0,145.0,4440.0,14.0,75,0,0,1,30.620689655172413,43.75
8,318.0,150.0,4498.0,14.5,75,0,0,1,29.986666666666668,39.75
8,351.0,148.0,4657.0,13.5,75,0,0,1,31.466216216216218,43.875
6,231.0,110.0,3907.0,21.0,75,0,0,1,35.518181818181816,38.5
6,250.0,105.0,3897.0,18.5,75,0,0,1,37.114285714285714,41.666666666666664
6,258.0,110.0,3730.0,19.0,75,0,0,1,33.90909090909091,43.0
6,225.0,95.0,3785.0,19.0,75,0,0,1,39.8421052631579,37.5
6,231.0,110.0,3039.0,15.0,75,0,0,1,27.62727272727273,38.5
8,262.0,110.0,3221.0,13.5,75,0,0,1,29.28181818181818,32.75
8,302.0,129.0,3169.0,12.0,75,0,0,1,24.565891472868216,37.75
4,97.0,75.0,2171.0,16.0,75,1,0,0,28.946666666666665,24.25
4,140.0,83.0,2639.0,17.0,75,0,0,1,31.795180722891565,35.0
6,232.0,100.0,2914.0,16.0,75,0,0,1,29.14,38.666666666666664
4,140.0,78.0,2592.0,18.5,75,0,0,1,33.23076923076923,35.0
4,134.0,96.0,2702.0,13.5,75,1,0,0,28.145833333333332,33.5
4,90.0,71.0,2223.0,16.5,75,0,1,0,31.309859154929576,22.5
4,119.0,97.0,2545.0,17.0,75,1,0,0,26.237113402061855,29.75
6,171.0,97.0,2984.0,14.5,75,0,0,1,30.762886597938145,28.5
4,90.0,70.0,1937.0,14.0,75,0,1,0,27.67142857142857,22.5
6,232.0,90.0,3211.0,17.0,75,0,0,1,35.67777777777778,38.666666666666664
4,115.0,95.0,2694.0,15.0,75,0,1,0,28.357894736842105,28.75
4,120.0,88.0,2957.0,17.0,75,0,1,0,33.60227272727273,30.0
4,121.0,98.0,2945.0,14.5,75,0,1,0,30.051020408163264,30.25
4,121.0,115.0,2671.0,13.5,75,0,1,0,23.22608695652174,30.25
4,91.0,53.0,1795.0,17.5,75,1,0,0,33.867924528301884,22.75
4,107.0,86.0,2464.0,15.5,76,0,1,0,28.651162790697676,26.75
4,116.0,81.0,2220.0,16.9,76,0,1,0,27.40740740740741,29.0
4,140.0,92.0,2572.0,14.9,76,0,0,1,27.956521739130434,35.0
4,98.0,79.0,2255.0,17.7,76,0,0,1,28.544303797468356,24.5
4,101.0,83.0,2202.0,15.3,76,0,1,0,26.53012048192771,25.25
8,305.0,140.0,4215.0,13.0,76,0,0,1,30.107142857142858,38.125
8,318.0,150.0,4190.0,13.0,76,0,0,1,27.933333333333334,39.75
8,304.0,120.0,3962.0,13.9,76,0,0,1,33.016666666666666,38.0
8,351.0,152.0,4215.0,12.8,76,0,0,1,27.730263157894736,43.875
6,225.0,100.0,3233.0,15.4,76,0,0,1,32.33,37.5
6,250.0,105.0,3353.0,14.5,76,0,0,1,31.933333333333334,41.666666666666664
6,200.0,81.0,3012.0,17.6,76,0,0,1,37.18518518518518,33.333333333333336
6,232.0,90.0,3085.0,17.6,76,0,0,1,34.27777777777778,38.666666666666664
4,85.0,52.0,2035.0,22.2,76,0,0,1,39.13461538461539,21.25
4,98.0,60.0,2164.0,22.1,76,0,0,1,36.06666666666667,24.5
4,90.0,70.0,1937.0,14.2,76,0,1,0,27.67142857142857,22.5
4,91.0,53.0,1795.0,17.4,76,1,0,0,33.867924528301884,22.75
6,225.0,100.0,3651.0,17.7,76,0,0,1,36.51,37.5
6,250.0,78.0,3574.0,21.0,76,0,0,1,45.82051282051282,41.666666666666664
6,250.0,110.0,3645.0,16.2,76,0,0,1,33.13636363636363,41.666666666666664
6,258.0,95.0,3193.0,17.8,76,0,0,1,33.61052631578947,43.0
4,97.0,71.0,1825.0,12.2,76,0,1,0,25.704225352112676,24.25
4,85.0,70.0,1990.0,17.0,76,1,0,0,28.428571428571427,21.25
4,97.0,75.0,2155.0,16.4,76,1,0,0,28.733333333333334,24.25
4,140.0,72.0,2565.0,13.6,76,0,0,1,35.625,35.0
4,130.0,102.0,3150.0,15.7,76,0,1,0,30.88235294117647,32.5
8,318.0,150.0,3940.0,13.2,76,0,0,1,26.266666666666666,39.75
4,120.0,88.0,3270.0,21.9,76,0,1,0,37.15909090909091,30.0
6,156.0,108.0,2930.0,15.5,76,1,0,0,27.12962962962963,26.0
6,168.0,120.0,3820.0,16.7,76,0,1,0,31.833333333333332,28.0
8,350.0,180.0,4380.0,12.1,76,0,0,1,24.333333333333332,43.75
8,350.0,145.0,4055.0,12.0,76,0,0,1,27.96551724137931,43.75
8,302.0,130.0,3870.0,15.0,76,0,0,1,29.76923076923077,37.75
8,318.0,150.0,3755.0,14.0,76,0,0,1,25.033333333333335,39.75
4,98.0,68.0,2045.0,18.5,77,1,0,0,30.073529411764707,24.5
4,111.0,80.0,2155.0,14.8,77,0,0,1,26.9375,27.75
4,79.0,58.0,1825.0,18.6,77,0,1,0,31.46551724137931,19.75
4,122.0,96.0,2300.0,15.5,77,0,0,1,23.958333333333332,30.5
4,85.0,70.0,1945.0,16.8,77,1,0,0,27.785714285714285,21.25
8,305.0,145.0,3880.0,12.5,77,0,0,1,26.75862068965517,38.125
8,260.0,110.0,4060.0,19.0,77,0,0,1,36.90909090909091,32.5
8,318.0,145.0,4140.0,13.7,77,0,0,1,28.551724137931036,39.75
8,302.0,130.0,4295.0,14.9,77,0,0,1,33.03846153846154,37.75
6,250.0,110.0,3520.0,16.4,77,0,0,1,32.0,41.666666666666664
6,231.0,105.0,3425.0,16.9,77,0,0,1,32.61904761904762,38.5
6,225.0,100.0,3630.0,17.7,77,0,0,1,36.3,37.5
6,250.0,98.0,3525.0,19.0,77,0,0,1,35.96938775510204,41.666666666666664
8,400.0,180.0,4220.0,11.1,77,0,0,1,23.444444444444443,50.0
8,350.0,170.0,4165.0,11.4,77,0,0,1,24.5,43.75
8,400.0,190.0,4325.0,12.2,77,0,0,1,22.763157894736842,50.0
8,351.0,149.0,4335.0,14.5,77,0,0,1,29.093959731543624,43.875
4,97.0,78.0,1940.0,14.5,77,0,1,0,24.871794871794872,24.25
4,151.0,88.0,2740.0,16.0,77,0,0,1,31.136363636363637,37.75
4,97.0,75.0,2265.0,18.2,77,1,0,0,30.2,24.25
4,140.0,89.0,2755.0,15.8,77,0,0,1,30.95505617977528,35.0
4,98.0,63.0,2051.0,17.0,77,0,0,1,32.55555555555556,24.5
4,98.0,83.0,2075.0,15.9,77,0,0,1,25.0,24.5
4,97.0,67.0,1985.0,16.4,77,1,0,0,29.62686567164179,24.25
4,97.0,78.0,2190.0,14.1,77,0,1,0,28.076923076923077,24.25
6,146.0,97.0,2815.0,14.5,77,1,0,0,29.02061855670103,24.333333333333332
4,121.0,110.0,2600.0,12.8,77,0,1,0,23.636363636363637,30.25
3,80.0,110.0,2720.0,13.5,77,1,0,0,24.727272727272727,26.666666666666668
4,90.0,48.0,1985.0,21.5,78,0,1,0,41.354166666666664,22.5
4,98.0,66.0,1800.0,14.4,78,0,0,1,27.272727272727273,24.5
4,78.0,52.0,1985.0,19.4,78,1,0,0,38.17307692307692,19.5
4,85.0,70.0,2070.0,18.6,78,1,0,0,29.571428571428573,21.25
4,91.0,60.0,1800.0,16.4,78,1,0,0,30.0,22.75
8,260.0,110.0,3365.0,15.5,78,0,0,1,30.59090909090909,32.5
8,318.0,140.0,3735.0,13.2,78,0,0,1,26.678571428571427,39.75
8,302.0,139.0,3570.0,12.8,78,0,0,1,25.68345323741007,37.75
6,231.0,105.0,3535.0,19.2,78,0,0,1,33.666666666666664,38.5
6,200.0,95.0,3155.0,18.2,78,0,0,1,33.21052631578947,33.333333333333336
6,200.0,85.0,2965.0,15.8,78,0,0,1,34.88235294117647,33.333333333333336
4,140.0,88.0,2720.0,15.4,78,0,0,1,30.90909090909091,35.0
6,225.0,100.0,3430.0,17.2,78,0,0,1,34.3,37.5
6,232.0,90.0,3210.0,17.2,78,0,0,1,35.666666666666664,38.666666666666664
6,231.0,105.0,3380.0,15.8,78,0,0,1,32.19047619047619,38.5
6,200.0,85.0,3070.0,16.7,78,0,0,1,36.11764705882353,33.333333333333336
6,225.0,110.0,3620.0,18.7,78,0,0,1,32.90909090909091,37.5
6,258.0,120.0,3410.0,15.1,78,0,0,1,28.416666666666668,43.0
8,305.0,145.0,3425.0,13.2,78,0,0,1,23.620689655172413,38.125
6,231.0,165.0,3445.0,13.4,78,0,0,1,20.87878787878788,38.5
8,302.0,139.0,3205.0,11.2,78,0,0,1,23.057553956834532,37.75
8,318.0,140.0,4080.0,13.7,78,0,0,1,29.142857142857142,39.75
4,98.0,68.0,2155.0,16.5,78,0,0,1,31.691176470588236,24.5
4,134.0,95.0,2560.0,14.2,78,1,0,0,26.94736842105263,33.5
4,119.0,97.0,2300.0,14.7,78,1,0,0,23.711340206185568,29.75
4,105.0,75.0,2230.0,14.5,78,0,0,1,29.733333333333334,26.25
4,134.0,95.0,2515.0,14.8,78,1,0,0,26.473684210526315,33.5
4,156.0,105.0,2745.0,16.7,78,0,0,1,26.142857142857142,39.0
4,151.0,85.0,2855.0,17.6,78,0,0,1,33.588235294117645,37.75
4,119.0,97.0,2405.0,14.9,78,1,0,0,24.79381443298969,29.75
5,131.0,103.0,2830.0,15.9,78,0,1,0,27.475728155339805,26.2
6,163.0,125.0,3140.0,13.6,78,0,1,0,25.12,27.166666666666668
4,121.0,115.0,2795.0,15.7,78,0,1,0,24.304347826086957,30.25
6,163.0,133.0,3410.0,15.8,78,0,1,0,25.639097744360903,27.166666666666668
4,89.0,71.0,1990.0,14.9,78,0,1,0,28.028169014084508,22.25
4,98.0,68.0,2135.0,16.6,78,1,0,0,31.397058823529413,24.5
6,231.0,115.0,3245.0,15.4,79,0,0,1,28.217391304347824,38.5
6,200.0,85.0,2990.0,18.2,79,0,0,1,35.1764705882353,33.333333333333336
4,140.0,88.0,2890.0,17.3,79,0,0,1,32.84090909090909,35.0
6,232.0,90.0,3265.0,18.2,79,0,0,1,36.27777777777778,38.666666666666664
6,225.0,110.0,3360.0,16.6,79,0,0,1,30.545454545454547,37.5
8,305.0,130.0,3840.0,15.4,79,0,0,1,29.53846153846154,38.125
8,302.0,129.0,3725.0,13.4,79,0,0,1,28.875968992248062,37.75
8,351.0,138.0,3955.0,13.2,79,0,0,1,28.659420289855074,43.875
8,318.0,135.0,3830.0,15.2,79,0,0,1,28.37037037037037,39.75
8,350.0,155.0,4360.0,14.9,79,0,0,1,28.129032258064516,43.75
8,351.0,142.0,4054.0,14.3,79,0,0,1,28.549295774647888,43.875
8,267.0,125.0,3605.0,15.0,79,0,0,1,28.84,33.375
8,360.0,150.0,3940.0,13.0,79,0,0,1,26.266666666666666,45.0
4,89.0,71.0,1925.0,14.0,79,0,1,0,27.112676056338028,22.25
4,86.0,65.0,1975.0,15.2,79,1,0,0,30.384615384615383,21.5
4,98.0,80.0,1915.0,14.4,79,0,0,1,23.9375,24.5
4,121.0,80.0,2670.0,15.0,79,0,0,1,33.375,30.25
5,183.0,77.0,3530.0,20.1,79,0,1,0,45.84415584415584,36.6
8,350.0,125.0,3900.0,17.4,79,0,0,1,31.2,43.75
4,141.0,71.0,3190.0,24.8,79,0,1,0,44.929577464788736,35.25
8,260.0,90.0,3420.0,22.2,79,0,0,1,38.0,32.5
4,105.0,70.0,2200.0,13.2,79,0,0,1,31.428571428571427,26.25
4,105.0,70.0,2150.0,14.9,79,0,0,1,30.714285714285715,26.25
4,85.0,65.0,2020.0,19.2,79,1,0,0,31.076923076923077,21.25
4,91.0,69.0,2130.0,14.7,79,0,1,0,30.869565217391305,22.75
4,151.0,90.0,2670.0,16.0,79,0,0,1,29.666666666666668,37.75
6,173.0,115.0,2595.0,11.3,79,0,0,1,22.565217391304348,28.833333333333332
6,173.0,115.0,2700.0,12.9,79,0,0,1,23.47826086956522,28.833333333333332
4,151.0,90.0,2556.0,13.2,79,0,0,1,28.4,37.75
4,98.0,76.0,2144.0,14.7,80,0,1,0,28.210526315789473,24.5
4,89.0,60.0,1968.0,18.8,80,1,0,0,32.8,22.25
4,98.0,70.0,2120.0,15.5,80,0,0,1,30.285714285714285,24.5
4,86.0,65.0,2019.0,16.4,80,1,0,0,31.06153846153846,21.5
4,151.0,90.0,2678.0,16.5,80,0,0,1,29.755555555555556,37.75
4,140.0,88.0,2870.0,18.1,80,0,0,1,32.61363636363637,35.0
4,151.0,90.0,3003.0,20.1,80,0,0,1,33.36666666666667,37.75
6,225.0,90.0,3381.0,18.7,80,0,0,1,37.56666666666667,37.5
4,97.0,78.0,2188.0,15.8,80,0,1,0,28.05128205128205,24.25
4,134.0,90.0,2711.0,15.5,80,1,0,0,30.122222222222224,33.5
4,120.0,75.0,2542.0,17.5,80,1,0,0,33.89333333333333,30.0
4,119.0,92.0,2434.0,15.0,80,1,0,0,26.456521739130434,29.75
4,108.0,75.0,2265.0,15.2,80,1,0,0,30.2,27.0
4,86.0,65.0,2110.0,17.9,80,1,0,0,32.46153846153846,21.5
4,156.0,105.0,2800.0,14.4,80,0,0,1,26.666666666666668,39.0
4,85.0,65.0,2110.0,19.2,80,1,0,0,32.46153846153846,21.25
4,90.0,48.0,2085.0,21.7,80,0,1,0,43.4375,22.5
4,90.0,48.0,2335.0,23.7,80,0,1,0,48.645833333333336,22.5
5,121.0,67.0,2950.0,19.9,80,0,1,0,44.02985074626866,24.2
4,146.0,67.0,3250.0,21.8,80,0,1,0,48.507462686567166,36.5
4,91.0,67.0,1850.0,13.8,80,1,0,0,27.611940298507463,22.75
4,85.0,93.5,1835.0,17.3,80,0,1,0,19.62566844919786,21.25
4,97.0,67.0,2145.0,18.0,80,1,0,0,32.014925373134325,24.25
4,89.0,62.0,1845.0,15.3,80,0,1,0,29.758064516129032,22.25
6,168.0,132.0,2910.0,11.4,80,1,0,0,22.045454545454547,28.0
3,70.0,100.0,2420.0,12.5,80,1,0,0,24.2,23.333333333333332
4,122.0,88.0,2500.0,15.1,80,0,1,0,28.40909090909091,30.5
4,140.0,93.5,2905.0,14.3,80,0,0,1,31.06951871657754,35.0
4,107.0,72.0,2290.0,17.0,80,1,0,0,31.805555555555557,26.75
4,135.0,84.0,2490.0,15.7,81,0,0,1,29.642857142857142,33.75
4,151.0,84.0,2635.0,16.4,81,0,0,1,31.36904761904762,37.75
4,156.0,92.0,2620.0,14.4,81,0,0,1,28.47826086956522,39.0
6,173.0,110.0,2725.0,12.6,81,0,0,1,24.772727272727273,28.833333333333332
4,135.0,84.0,2385.0,12.9,81,0,0,1,28.392857142857142,33.75
4,79.0,58.0,1755.0,16.9,81,1,0,0,30.25862068965517,19.75
4,86.0,64.0,1875.0,16.4,81,0,0,1,29.296875,21.5
4,81.0,60.0,1760.0,16.1,81,1,0,0,29.333333333333332,20.25
4,97.0,67.0,2065.0,17.8,81,1,0,0,30.82089552238806,24.25
4,85.0,65.0,1975.0,19.4,81,1,0,0,30.384615384615383,21.25
4,89.0,62.0,2050.0,17.3,81,1,0,0,33.064516129032256,22.25
4,91.0,68.0,1985.0,16.0,81,1,0,0,29.191176470588236,22.75
4,105.0,63.0,2215.0,14.9,81,0,0,1,35.15873015873016,26.25
4,98.0,65.0,2045.0,16.2,81,0,0,1,31.46153846153846,24.5
4,98.0,65.0,2380.0,20.7,81,0,0,1,36.61538461538461,24.5
4,105.0,74.0,2190.0,14.2,81,0,1,0,29.594594594594593,26.25
4,100.0,93.5,2320.0,15.8,81,0,1,0,24.81283422459893,25.0
